Participant: YC
11 28 18 15:30:10
image_duration: 0.20
precue_duration: 1.00
pause_duration: 0.50
nBlocks: 4
image_1	image_2	image_3	image_4	pre_or_post_cue	which_image_cued	pelasure	key_pressed	rt	
Lake 9.jpg	Fence 4.jpg	Spider 2.jpg	Sunset 3.jpg	2	3	4	33	1.101350e+00
Sunset 4.jpg	Feces 2.jpg	Heart 1.jpg	Injury 4.jpg	2	1	2	31	2.472747e-01
Spider 2.jpg	Severed finger 1.jpg	Alcohol 5.jpg	Fence 4.jpg	1	2	2	31	8.584195e-01
Injury 4.jpg	Severed finger 1.jpg	Beach 2.jpg	Cotton swabs 2.jpg	1	5	1	30	5.891792e-01
Cat 10.jpg	Injury 1.jpg	Dead bodies 1.jpg	Fence 2.jpg	1	2	4	33	7.890404e-01
Feces 1.jpg	Bar 2.jpg	Dead bodies 1.jpg	Spider 2.jpg	1	5	1	30	5.653021e-01
Bar 2.jpg	Alcohol 5.jpg	Lake 14.jpg	Sunset 3.jpg	1	2	6	35	1.037020e+00
Heart 1.jpg	Wedding 12.jpg	Office supplies 1.jpg	Tumor 1.jpg	1	3	4	33	1.841219e-01
Plane crash 3.jpg	Goat 2.jpg	Spider 2.jpg	Tumor 1.jpg	1	4	2	31	3.208419e-01
Cotton swabs 2.jpg	Wedding 12.jpg	Spider 2.jpg	KKK rally 1.jpg	1	4	2	31	7.026801e-01
Fence 4.jpg	Street 4.jpg	Feces 1.jpg	Dead bodies 1.jpg	1	4	4	33	2.266666e-01
Injury 1.jpg	Bar 2.jpg	Injury 4.jpg	Dog 19.jpg	1	1	1	30	4.889666e-01
Lake 9.jpg	Feces 2.jpg	Office supplies 1.jpg	Fire hydrant 2.jpg	1	3	6	35	1.517285e-01
Feces 1.jpg	KKK rally 1.jpg	Bored pose 1.jpg	Cotton swabs 2.jpg	1	3	2	31	8.270689e-01
Lake 12.jpg	Lake 9.jpg	Injury 4.jpg	Fire hydrant 2.jpg	1	2	7	36	1.918330e-01
Fence 2.jpg	Spider 2.jpg	Fence 4.jpg	Tumor 1.jpg	1	1	3	32	2.655766e-01
Dead bodies 1.jpg	Nature 1.jpg	Severed finger 1.jpg	Lake 15.jpg	1	3	1	30	5.459839e-01
Goat 2.jpg	Nature 1.jpg	Plane crash 3.jpg	Beach 2.jpg	1	1	5	34	4.031408e-01
Dog 13.jpg	Office supplies 1.jpg	Lake 12.jpg	Alcohol 5.jpg	1	5	7	36	3.614720e-02
Lake 15.jpg	Office supplies 1.jpg	Feces 2.jpg	Gazing 7.jpg	1	4	7	36	2.818646e-01
Nature 1.jpg	Gazing 7.jpg	Dirt 5.jpg	Bored pose 1.jpg	1	5	5	34	1.507286e-01
Dog 19.jpg	Feces 2.jpg	Goat 2.jpg	Cat 10.jpg	1	5	4	33	4.594972e-01
Feces 2.jpg	Cliff diver 1.jpg	Nature 1.jpg	Severed finger 1.jpg	1	2	1	30	6.966824e-01
Lake 14.jpg	Dirt 5.jpg	Gazing 7.jpg	Lake 15.jpg	1	3	8	37	1.449870e-01
Street 4.jpg	Fire hydrant 2.jpg	Lake 9.jpg	Injury 1.jpg	1	3	5	34	9.150941e-01
Office supplies 1.jpg	Feces 2.jpg	Severed finger 1.jpg	Injury 1.jpg	1	2	2	31	4.962086e-01
Cliff diver 1.jpg	Plane crash 3.jpg	Lake 12.jpg	Feces 1.jpg	1	1	6	35	9.619736e-01
Dirt 5.jpg	KKK rally 1.jpg	Lake 9.jpg	Sunset 3.jpg	1	4	3	32	8.245431e-02
KKK rally 1.jpg	Lake 9.jpg	Lake 14.jpg	Fence 4.jpg	1	5	5	34	5.433447e-01
Beach 2.jpg	Dead bodies 1.jpg	Feces 1.jpg	Injury 1.jpg	1	4	6	35	3.953825e-01
Dog 13.jpg	Bored pose 1.jpg	Bar 2.jpg	Fire hydrant 2.jpg	1	1	6	35	6.566569e-01
Alcohol 5.jpg	Sunset 3.jpg	Injury 4.jpg	Spider 2.jpg	1	1	6	35	2.333286e-01
Sunset 3.jpg	Street 4.jpg	Fence 4.jpg	Bar 2.jpg	1	1	5	34	6.714826e-01
Severed finger 1.jpg	KKK rally 1.jpg	Dog 13.jpg	Feces 1.jpg	1	4	1	30	5.621143e-01
Street 4.jpg	Tumor 1.jpg	Plane crash 3.jpg	Sunset 3.jpg	1	5	3	32	1.670329e-02
Sunset 4.jpg	Alcohol 5.jpg	Dirt 5.jpg	KKK rally 1.jpg	1	4	7	36	1.315271e-01
KKK rally 1.jpg	Spider 2.jpg	Bar 2.jpg	Gazing 7.jpg	1	2	2	31	5.610782e-01
Tumor 1.jpg	Cat 10.jpg	Alcohol 5.jpg	Gazing 7.jpg	1	4	1	30	1.375180e-01
Dog 19.jpg	Fence 2.jpg	Goat 2.jpg	Dog 13.jpg	1	3	6	35	4.817838e-01
Fire hydrant 2.jpg	Sunset 3.jpg	Cat 10.jpg	Lake 15.jpg	1	1	4	33	3.266909e-01
Injury 4.jpg	Office supplies 1.jpg	Dirt 5.jpg	Wedding 12.jpg	1	3	1	30	3.259192e-01
Bored pose 1.jpg	Severed finger 1.jpg	Plane crash 3.jpg	Gazing 7.jpg	1	1	3	32	9.128201e-01
Heart 1.jpg	Lake 15.jpg	Fence 2.jpg	Sunset 4.jpg	1	5	4	33	6.799603e-01
Wedding 12.jpg	Injury 1.jpg	Cliff diver 1.jpg	Fire hydrant 2.jpg	1	5	1	30	3.544354e-01
Nature 1.jpg	Severed finger 1.jpg	Heart 1.jpg	Feces 1.jpg	1	3	5	34	5.059749e-01
Gazing 7.jpg	Lake 12.jpg	Injury 1.jpg	Feces 2.jpg	1	2	3	32	1.315419e-01
Wedding 12.jpg	Feces 1.jpg	Beach 2.jpg	Injury 1.jpg	1	2	3	32	3.750014e-01
Spider 2.jpg	Severed finger 1.jpg	Alcohol 5.jpg	Fence 4.jpg	2	2	1	30	3.679104e-01
Gazing 7.jpg	Lake 12.jpg	Injury 1.jpg	Feces 2.jpg	2	2	2	31	3.745448e-01
